Record Time,1st trip from,1st trip to,1st trip cost,2nd trip from,2nd trip to,2nd trip cost,total cost
2022-05-27 18:50:31.500512,GRU,DTW,none,ABQ,ADW,none,flights/airport not found
2022-05-27 18:50:33.519074,GRU,DTW,none,ABQ,AFW,none,flights/airport not found
2022-05-27 18:50:39.870909,GRU,DTW,none,ABQ,AGS,none,flights/airport not found
2022-05-27 18:51:17.680713,GRU,DTW,1896.0,ABQ,AMA,1896.0,"$1,895.42"
2022-05-27 18:52:09.041597,GRU,DTW,1286.0,ABQ,ATL,1286.0,"$1,285.21"
2022-05-27 18:52:50.130326,GRU,DTW,1332.0,ABQ,AUS,1332.0,"$1,331.87"
2022-05-27 18:53:34.438785,GRU,DTW,1094.0,ABQ,AVL,1094.0,"$1,093.74"
2022-05-27 18:53:36.798616,GRU,DTW,none,ABQ,BAB,none,flights/airport not found
2022-05-27 18:53:43.432042,GRU,DTW,none,ABQ,BAD,none,flights/airport not found
2022-05-27 18:54:29.870256,GRU,DTW,1161.0,ABQ,BDL,1161.0,"$1,160.93"
2022-05-27 18:54:31.858286,GRU,DTW,none,ABQ,BFI,none,flights/airport not found
2022-05-27 18:55:27.298340,GRU,DTW,1302.0,ABQ,BGR,1302.0,"$1,301.06"
2022-05-27 18:56:15.164301,GRU,DTW,1296.0,ABQ,BHM,1296.0,"$1,295.73"
2022-05-27 18:56:50.196839,GRU,DTW,1823.0,ABQ,BIL,1823.0,"$1,822.48"
2022-05-27 18:56:52.764133,GRU,DTW,none,ABQ,BLV,none,flights/airport not found
2022-05-27 18:56:59.038695,GRU,DTW,none,ABQ,BMI,none,flights/airport not found
2022-05-27 18:57:49.768989,GRU,DTW,1162.0,ABQ,BNA,1102.0,"$1,101.94"
2022-05-27 18:58:26.842867,GRU,DTW,1825.0,ABQ,BOI,1825.0,"$1,824.70"
2022-05-27 18:59:21.604745,GRU,DTW,996.0,ABQ,BOS,996.0,$995.28
2022-05-27 19:00:05.215966,GRU,DTW,1141.0,ABQ,BUF,1141.0,"$1,140.40"
2022-05-27 19:00:47.227380,GRU,DTW,1244.0,ABQ,BWI,1244.0,"$1,243.64"
2022-05-27 19:01:26.268997,GRU,DTW,1207.0,ABQ,CAE,1207.0,"$1,206.89"
2022-05-27 19:01:27.977275,GRU,DTW,none,ABQ,CBM,none,flights/airport not found
2022-05-27 19:02:06.492191,GRU,DTW,1135.0,ABQ,CHA,1135.0,"$1,134.05"
2022-05-27 19:02:47.981059,GRU,DTW,1091.0,ABQ,CHS,1091.0,"$1,090.19"
2022-05-27 19:03:30.050169,GRU,DTW,1109.0,ABQ,CID,1109.0,"$1,108.36"
2022-05-27 19:04:15.398805,GRU,DTW,1183.0,ABQ,CLE,1166.0,"$1,165.55"
2022-05-27 19:04:56.661097,GRU,DTW,1302.0,ABQ,CLT,1302.0,"$1,301.39"
2022-05-27 19:05:44.366880,GRU,DTW,1050.0,ABQ,CMH,1050.0,"$1,049.01"
2022-05-27 19:06:16.628093,GRU,DTW,1887.0,ABQ,COS,1887.0,"$1,886.47"
2022-05-27 19:06:58.332144,GRU,DTW,1353.0,ABQ,CRP,1353.0,"$1,352.59"
2022-05-27 19:07:41.047905,GRU,DTW,1215.0,ABQ,CRW,1215.0,"$1,214.44"
2022-05-27 19:08:25.621780,GRU,DTW,1198.0,ABQ,CVG,1151.0,"$1,150.50"
2022-05-27 19:08:27.603134,GRU,DTW,none,ABQ,CVS,none,flights/airport not found
2022-05-27 19:08:34.135173,GRU,DTW,none,ABQ,DAB,none,flights/airport not found
2022-05-27 19:08:41.048722,GRU,DTW,none,ABQ,DAL,none,flights/airport not found
2022-05-27 19:09:30.432282,GRU,DTW,1032.0,ABQ,DAY,1032.0,"$1,031.42"
2022-05-27 19:09:36.925139,GRU,DTW,none,ABQ,DBQ,none,flights/airport not found
2022-05-27 19:10:19.511928,GRU,DTW,1486.0,ABQ,DCA,1486.0,"$1,485.38"
2022-05-27 19:10:58.728912,GRU,DTW,3198.0,ABQ,DEN,3198.0,"$3,197.14"
2022-05-27 19:11:35.801192,GRU,DTW,1551.0,ABQ,DFW,1551.0,"$1,550.48"
2022-05-27 19:11:37.788257,GRU,DTW,none,ABQ,DLF,none,flights/airport not found
2022-05-27 19:12:19.818090,GRU,DTW,1101.0,ABQ,DLH,1101.0,"$1,100.83"
2022-05-27 19:12:21.494596,GRU,DTW,none,ABQ,DOV,none,flights/airport not found
2022-05-27 19:13:00.711835,GRU,DTW,1197.0,ABQ,DSM,1197.0,"$1,196.99"
2022-05-27 19:13:42.976589,GRU,DTW,1272.0,ABQ,DTW,1272.0,"$1,271.21"
2022-05-27 19:13:45.115497,GRU,DTW,none,ABQ,DYS,none,flights/airport not found
2022-05-27 19:13:46.723053,GRU,DTW,none,ABQ,EDW,none,flights/airport not found
2022-05-27 19:13:48.347053,GRU,DTW,none,ABQ,END,none,flights/airport not found
2022-05-27 19:14:43.114402,GRU,DTW,1224.0,ABQ,ERI,1224.0,"$1,223.77"
2022-05-27 19:15:30.846600,GRU,DTW,1087.0,ABQ,EWR,1087.0,"$1,086.15"
2022-05-27 19:15:32.953457,GRU,DTW,none,ABQ,FFO,none,flights/airport not found
2022-05-27 19:16:15.264974,GRU,DTW,1112.0,ABQ,FLL,1112.0,"$1,111.98"
2022-05-27 19:16:22.023205,GRU,DTW,none,ABQ,FSM,none,flights/airport not found
2022-05-27 19:16:23.960103,GRU,DTW,none,ABQ,FTW,none,flights/airport not found
2022-05-27 19:17:07.426274,GRU,DTW,1036.0,ABQ,FWA,1036.0,"$1,035.31"
2022-05-27 19:17:48.564255,GRU,DTW,1405.0,ABQ,GEG,1405.0,"$1,404.13"
2022-05-27 19:18:28.514671,GRU,DTW,1305.0,ABQ,GPT,1305.0,"$1,304.12"
2022-05-27 19:19:09.914749,GRU,DTW,1053.0,ABQ,GRB,1053.0,"$1,052.61"
2022-05-27 19:19:11.834489,GRU,DTW,none,ABQ,GSB,none,flights/airport not found
2022-05-27 19:19:51.061023,GRU,DTW,1034.0,ABQ,GSO,1034.0,"$1,033.80"
2022-05-27 19:20:30.865878,GRU,DTW,1149.0,ABQ,GSP,1149.0,"$1,148.99"
2022-05-27 19:20:37.599023,GRU,DTW,none,ABQ,GUS,none,flights/airport not found
2022-05-27 19:20:43.703475,GRU,DTW,none,ABQ,HIB,none,flights/airport not found
2022-05-27 19:20:45.422831,GRU,DTW,none,ABQ,HMN,none,flights/airport not found
2022-05-27 19:21:18.039174,GRU,DTW,3261.0,ABQ,HOU,3261.0,"$3,260.60"
2022-05-27 19:22:00.540501,GRU,DTW,1139.0,ABQ,HSV,1139.0,"$1,138.26"
2022-05-27 19:22:06.903360,GRU,DTW,none,ABQ,HTS,none,flights/airport not found
2022-05-27 19:22:55.554388,GRU,DTW,1486.0,ABQ,IAD,1486.0,"$1,485.23"
2022-05-27 19:23:29.398403,GRU,DTW,3261.0,ABQ,IAH,3261.0,"$3,260.60"
2022-05-27 19:24:03.112855,GRU,DTW,1351.0,ABQ,ICT,1351.0,"$1,350.97"
2022-05-27 19:24:48.798247,GRU,DTW,1053.0,ABQ,IND,1053.0,"$1,052.64"
2022-05-27 19:25:26.135688,GRU,DTW,1304.0,ABQ,JAN,1304.0,"$1,303.89"
2022-05-27 19:26:06.114503,GRU,DTW,1039.0,ABQ,JAX,1039.0,"$1,038.53"
2022-05-27 19:58:52.921489,GRU,DTW,1039.0,ABQ,JAX,1039.0,"$1,038.53"
2022-05-27 19:59:32.005954,GRU,DTW,3366.0,ABQ,JFK,3366.0,"$3,365.30"
2022-05-27 20:00:03.785020,GRU,DTW,3329.0,ABQ,JLN,3329.0,"$3,328.50"
2022-05-27 20:00:38.994518,GRU,DTW,1609.0,ABQ,LAS,1609.0,"$1,608.77"
2022-05-27 20:01:16.351344,GRU,DTW,3161.0,ABQ,LAX,3161.0,"$3,160.89"
2022-05-27 20:01:48.117493,GRU,DTW,1897.0,ABQ,LBB,1897.0,"$1,896.66"
2022-05-27 20:01:50.036424,GRU,DTW,none,ABQ,LCK,none,flights/airport not found
2022-05-27 20:02:36.286025,GRU,DTW,1097.0,ABQ,LEX,1097.0,"$1,096.55"
2022-05-27 20:02:38.016183,GRU,DTW,none,ABQ,LFI,none,flights/airport not found
2022-05-27 20:03:15.267091,GRU,DTW,1308.0,ABQ,LFT,1308.0,"$1,307.44"
2022-05-27 20:03:57.283815,GRU,DTW,1087.0,ABQ,LGA,1087.0,"$1,086.26"
2022-05-27 20:04:38.323433,GRU,DTW,1292.0,ABQ,LIT,1292.0,"$1,291.32"
2022-05-27 20:04:40.631716,GRU,DTW,none,ABQ,LTS,none,flights/airport not found
2022-05-27 20:04:42.303949,GRU,DTW,none,ABQ,LUF,none,flights/airport not found
2022-05-27 20:05:25.402244,GRU,DTW,1134.0,ABQ,MBS,1134.0,"$1,133.23"
2022-05-27 20:05:27.129497,GRU,DTW,none,ABQ,MCF,none,flights/airport not found
2022-05-27 20:06:10.500734,GRU,DTW,1322.0,ABQ,MCI,1233.0,"$1,232.52"
2022-05-27 20:06:53.425248,GRU,DTW,801.0,ABQ,MCO,801.0,$800.93
2022-05-27 20:07:00.068888,GRU,DTW,none,ABQ,MDW,none,flights/airport not found
2022-05-27 20:07:40.873682,GRU,DTW,1284.0,ABQ,MEM,1284.0,"$1,283.23"
2022-05-27 20:07:42.890842,GRU,DTW,none,ABQ,MGE,none,flights/airport not found
2022-05-27 20:07:49.319259,GRU,DTW,none,ABQ,MGM,none,flights/airport not found
2022-05-27 20:08:42.968448,GRU,DTW,1307.0,ABQ,MHT,1471.0,"$1,422.85"
2022-05-27 20:09:30.811429,GRU,DTW,1136.0,ABQ,MIA,1136.0,"$1,135.19"
2022-05-27 20:10:14.885813,GRU,DTW,1096.0,ABQ,MKE,1096.0,"$1,095.72"
2022-05-27 20:10:57.710092,GRU,DTW,1090.0,ABQ,MLI,1090.0,"$1,089.26"
2022-05-27 20:11:04.386889,GRU,DTW,none,ABQ,MLU,none,flights/airport not found
2022-05-27 20:11:43.126293,GRU,DTW,1305.0,ABQ,MOB,1305.0,"$1,304.59"
2022-05-27 20:12:27.987010,GRU,DTW,1091.0,ABQ,MSN,1091.0,"$1,090.48"
2022-05-27 20:13:12.011698,GRU,DTW,1442.0,ABQ,MSP,1442.0,"$1,441.31"
2022-05-27 20:13:52.093226,GRU,DTW,1309.0,ABQ,MSY,1309.0,"$1,308.47"
2022-05-27 20:13:54.724462,GRU,DTW,none,ABQ,MUO,none,flights/airport not found
2022-05-27 20:14:01.649087,GRU,DTW,none,ABQ,OAK,none,flights/airport not found
2022-05-27 20:14:37.948221,GRU,DTW,1340.0,ABQ,OKC,1340.0,"$1,339.50"
2022-05-27 20:15:20.391419,GRU,DTW,1171.0,ABQ,OMA,1171.0,"$1,170.12"
2022-05-27 20:15:57.478424,GRU,DTW,1827.0,ABQ,ONT,1827.0,"$1,826.54"
2022-05-27 20:16:34.891531,GRU,DTW,2594.0,ABQ,ORD,2594.0,"$2,593.88"
2022-05-27 20:17:16.945327,GRU,DTW,1207.0,ABQ,ORF,1170.0,"$1,169.17"
2022-05-27 20:17:23.491740,GRU,DTW,none,ABQ,PAM,none,flights/airport not found
2022-05-27 20:18:06.212416,GRU,DTW,1289.0,ABQ,PBI,1289.0,"$1,288.28"
2022-05-27 20:18:44.510522,GRU,DTW,1416.0,ABQ,PDX,1416.0,"$1,415.77"
2022-05-27 20:18:51.143958,GRU,DTW,none,ABQ,PHF,none,flights/airport not found
2022-05-27 20:19:34.414041,GRU,DTW,1405.0,ABQ,PHL,1405.0,"$1,404.09"
2022-05-27 20:20:06.569465,GRU,DTW,2035.0,ABQ,PHX,2035.0,"$2,034.74"
2022-05-27 20:20:57.028345,GRU,DTW,1053.0,ABQ,PIA,1053.0,"$1,052.27"
2022-05-27 20:21:47.954611,GRU,DTW,1207.0,ABQ,PIT,1195.0,"$1,194.51"
2022-05-27 20:22:29.843220,GRU,DTW,1219.0,ABQ,PVD,1219.0,"$1,218.48"
2022-05-27 20:23:12.539422,GRU,DTW,1219.0,ABQ,PWM,1219.0,"$1,218.92"
2022-05-27 20:23:56.446177,GRU,DTW,1048.0,ABQ,RDU,1048.0,"$1,047.79"
2022-05-27 20:23:58.446035,GRU,DTW,none,ABQ,RFD,none,flights/airport not found
2022-05-27 20:24:42.935168,GRU,DTW,1172.0,ABQ,RIC,1169.0,"$1,168.54"
2022-05-27 20:24:44.886532,GRU,DTW,none,ABQ,RND,none,flights/airport not found
2022-05-27 20:25:19.742708,GRU,DTW,1912.0,ABQ,RNO,1912.0,"$1,911.97"
2022-05-27 20:25:59.501640,GRU,DTW,1179.0,ABQ,ROA,1179.0,"$1,178.40"
2022-05-27 20:26:43.842913,GRU,DTW,1171.0,ABQ,ROC,1171.0,"$1,170.55"
2022-05-27 20:26:50.549805,GRU,DTW,none,ABQ,RST,none,flights/airport not found
2022-05-27 20:27:34.150371,GRU,DTW,1048.0,ABQ,RSW,1048.0,"$1,047.11"
2022-05-27 20:28:09.582940,GRU,DTW,1882.0,ABQ,SAN,1882.0,"$1,881.95"
2022-05-27 20:28:44.118187,GRU,DTW,1318.0,ABQ,SAT,1318.0,"$1,317.37"
2022-05-27 20:29:24.613879,GRU,DTW,1034.0,ABQ,SAV,1034.0,"$1,033.92"
2022-05-27 20:30:10.283897,GRU,DTW,1056.0,ABQ,SBN,1056.0,"$1,055.50"
2022-05-27 20:30:54.589231,GRU,DTW,1102.0,ABQ,SDF,1042.0,"$1,041.31"
2022-05-27 20:31:35.213312,GRU,DTW,1253.0,ABQ,SEA,1253.0,"$1,252.93"
2022-05-27 20:31:37.419362,GRU,DTW,none,ABQ,SFB,none,flights/airport not found
2022-05-27 20:32:11.249737,GRU,DTW,3138.0,ABQ,SFO,3138.0,"$3,137.17"
2022-05-27 20:32:50.843481,GRU,DTW,1111.0,ABQ,SGF,1111.0,"$1,110.26"
2022-05-27 20:33:23.901361,GRU,DTW,1828.0,ABQ,SJC,1828.0,"$1,827.87"
2022-05-27 20:33:30.722810,GRU,DTW,none,ABQ,SKA,none,flights/airport not found
2022-05-27 20:34:02.992883,GRU,DTW,2355.0,ABQ,SLC,2355.0,"$2,354.69"
2022-05-27 20:34:39.344115,GRU,DTW,1828.0,ABQ,SMF,1828.0,"$1,827.47"
2022-05-27 20:35:16.628445,GRU,DTW,1827.0,ABQ,SNA,1827.0,"$1,826.83"
2022-05-27 20:35:59.012242,GRU,DTW,1133.0,ABQ,SPI,1133.0,"$1,132.86"
2022-05-27 20:36:05.338698,GRU,DTW,none,ABQ,SPS,none,flights/airport not found
2022-05-27 20:36:41.722562,GRU,DTW,1059.0,ABQ,SRQ,1059.0,"$1,058.36"
2022-05-27 20:36:43.915408,GRU,DTW,none,ABQ,SSC,none,flights/airport not found
2022-05-27 20:37:24.900835,GRU,DTW,1188.0,ABQ,STL,1188.0,"$1,187.56"
2022-05-27 20:37:26.833308,GRU,DTW,none,ABQ,SUS,none,flights/airport not found
2022-05-27 20:37:28.388349,GRU,DTW,none,ABQ,SUU,none,flights/airport not found
2022-05-27 20:38:02.453954,GRU,DTW,1166.0,ABQ,SUX,1166.0,"$1,165.77"
2022-05-27 20:38:44.080848,GRU,DTW,1171.0,ABQ,SYR,1171.0,"$1,170.63"
2022-05-27 20:38:46.314604,GRU,DTW,none,ABQ,SZL,none,flights/airport not found
2022-05-27 20:38:48.040575,GRU,DTW,none,ABQ,TCM,none,flights/airport not found
2022-05-27 20:39:18.033468,GRU,DTW,5001.0,ABQ,TIK,5001.0,"$5,000.78"
2022-05-27 20:39:24.587867,GRU,DTW,none,ABQ,TLH,none,flights/airport not found
2022-05-27 20:39:31.223042,GRU,DTW,none,ABQ,TOL,none,flights/airport not found
2022-05-27 20:40:12.303280,GRU,DTW,1115.0,ABQ,TPA,1115.0,"$1,114.10"
2022-05-27 20:40:19.127549,GRU,DTW,none,ABQ,TRI,none,flights/airport not found
2022-05-27 20:40:58.382598,GRU,DTW,1287.0,ABQ,TUL,1287.0,"$1,286.62"
2022-05-27 20:41:29.661843,GRU,DTW,1899.0,ABQ,TUS,1899.0,"$1,898.89"
2022-05-27 20:42:15.885365,GRU,DTW,1136.0,ABQ,TYS,1136.0,"$1,135.53"
2022-05-27 20:42:18.051684,GRU,DTW,none,ABQ,VBG,none,flights/airport not found
2022-05-27 20:42:24.482890,GRU,DTW,none,ABQ,VPS,none,flights/airport not found
2022-05-27 20:42:26.858064,GRU,DTW,none,ABQ,WRB,none,flights/airport not found
2022-05-27 20:42:33.371946,GRU,DTW,none,ABQ,FAI,none,flights/airport not found
2022-05-27 20:43:09.414761,GRU,DTW,1732.0,ABQ,ANC,1732.0,"$1,731.42"
2022-05-27 20:43:46.638778,GRU,DTW,1631.0,ABQ,HNL,1558.0,"$1,557.67"
2022-05-27 20:43:48.937565,GRU,DTW,none,ABQ,5A8,none,flights/airport not found
2022-05-27 20:43:50.861643,GRU,DTW,none,ABQ,79J,none,flights/airport not found
2022-05-27 20:44:36.294974,GRU,DTW,1222.0,ABQ,ABE,1222.0,"$1,221.77"
2022-05-27 20:44:43.045163,GRU,DTW,none,ABQ,ABI,none,flights/airport not found
2022-05-27 20:44:49.763705,GRU,DTW,none,ABQ,ABR,none,flights/airport not found
2022-05-27 20:44:56.295693,GRU,DTW,none,ABQ,ABY,none,flights/airport not found
2022-05-27 20:45:38.335154,GRU,DTW,3612.0,ABQ,ACK,3612.0,"$3,611.24"
2022-05-27 20:45:44.592349,GRU,DTW,none,ABQ,ACT,none,flights/airport not found
2022-05-27 20:46:22.117048,GRU,DTW,1868.0,ABQ,ACV,1868.0,"$1,867.15"
2022-05-27 20:46:28.348495,GRU,DTW,none,ABQ,ACY,none,flights/airport not found
2022-05-27 20:46:35.031179,GRU,DTW,none,ABQ,AEX,none,flights/airport not found
2022-05-27 20:46:36.824640,GRU,DTW,none,ABQ,AGC,none,flights/airport not found
2022-05-27 20:46:38.606499,GRU,DTW,none,ABQ,AHN,none,flights/airport not found
2022-05-27 20:47:16.235806,GRU,DTW,1097.0,ABQ,AKR,1097.0,"$1,096.68"
2022-05-27 20:47:58.519903,GRU,DTW,1175.0,ABQ,ALB,1175.0,"$1,174.05"
2022-05-27 20:48:35.333988,GRU,DTW,4434.0,ABQ,ALI,4434.0,"$4,433.72"
2022-05-27 20:49:15.280209,GRU,DTW,5651.0,ABQ,ALM,5650.0,"$5,649.67"
2022-05-27 20:49:16.968231,GRU,DTW,none,ABQ,ALN,none,flights/airport not found
2022-05-27 20:49:23.246667,GRU,DTW,none,ABQ,ALO,none,flights/airport not found
2022-05-27 20:49:30.258257,GRU,DTW,none,ABQ,ALS,none,flights/airport not found
2022-05-27 20:49:36.197934,GRU,DTW,none,ABQ,ALW,none,flights/airport not found
2022-05-27 20:49:38.713647,GRU,DTW,none,ABQ,ANB,none,flights/airport not found
2022-05-27 20:49:40.909586,GRU,DTW,none,ABQ,AND,none,flights/airport not found
2022-05-27 20:49:47.485149,GRU,DTW,none,ABQ,AOO,none,flights/airport not found
2022-05-27 20:49:54.288512,GRU,DTW,none,ABQ,APA,none,flights/airport not found
2022-05-27 20:49:56.563928,GRU,DTW,none,ABQ,APF,none,flights/airport not found
2022-05-27 20:49:58.459333,GRU,DTW,none,ABQ,APG,none,flights/airport not found
2022-05-27 20:50:04.772183,GRU,DTW,none,ABQ,APN,none,flights/airport not found
2022-05-27 20:50:47.367613,GRU,DTW,2278.0,ABQ,ARA,2133.0,"$2,132.17"
2022-05-27 20:50:53.332785,GRU,DTW,none,ABQ,ART,none,flights/airport not found
2022-05-27 20:51:25.472519,GRU,DTW,1901.0,ABQ,ASE,1901.0,"$1,900.36"
2022-05-27 20:51:31.715813,GRU,DTW,none,ABQ,AST,none,flights/airport not found
2022-05-27 20:52:03.939468,GRU,DTW,3389.0,ABQ,ATY,3389.0,"$3,388.71"
2022-05-27 20:52:45.020685,GRU,DTW,3367.0,ABQ,AUG,3367.0,"$3,366.11"
2022-05-27 20:52:47.066974,GRU,DTW,none,ABQ,AUW,none,flights/airport not found
2022-05-27 20:53:27.827330,GRU,DTW,1222.0,ABQ,AVP,1222.0,"$1,221.56"
2022-05-27 20:53:29.910209,GRU,DTW,none,ABQ,AXN,none,flights/airport not found
2022-05-27 20:53:36.371310,GRU,DTW,none,ABQ,AZO,none,flights/airport not found
2022-05-27 20:53:38.239438,GRU,DTW,none,ABQ,BAF,none,flights/airport not found
2022-05-27 20:54:16.893088,GRU,DTW,1848.0,ABQ,BAK,1848.0,"$1,847.19"
2022-05-27 20:54:18.823330,GRU,DTW,none,ABQ,BBD,none,flights/airport not found
2022-05-27 20:54:20.581041,GRU,DTW,none,ABQ,BCE,none,flights/airport not found
2022-05-27 20:54:22.567067,GRU,DTW,none,ABQ,BDE,none,flights/airport not found
2022-05-27 20:54:29.195702,GRU,DTW,none,ABQ,BDR,none,flights/airport not found
2022-05-27 20:54:31.253506,GRU,DTW,none,ABQ,BED,none,flights/airport not found
2022-05-27 20:55:04.848592,GRU,DTW,3215.0,ABQ,BFD,3215.0,"$3,214.25"
2022-05-27 20:55:37.652652,GRU,DTW,1809.0,ABQ,BFF,1809.0,"$1,808.10"
2022-05-27 20:56:14.748304,GRU,DTW,1848.0,ABQ,BFL,1848.0,"$1,847.19"
2022-05-27 20:56:17.325343,GRU,DTW,none,ABQ,BFM,none,flights/airport not found
2022-05-27 20:56:24.112737,GRU,DTW,none,ABQ,BGM,none,flights/airport not found
2022-05-27 20:57:02.998485,GRU,DTW,3445.0,ABQ,BHB,3445.0,"$3,444.62"
2022-05-27 20:57:05.650626,GRU,DTW,none,ABQ,BIF,none,flights/airport not found
2022-05-27 20:57:39.975433,GRU,DTW,1865.0,ABQ,BIH,1865.0,"$1,864.40"
2022-05-28 03:16:07.468021,GRU,DTW,1865.0,ABQ,BIH,1865.0,"$1,864.60"
2022-05-28 03:16:41.705245,GRU,DTW,1434.0,ABQ,BIS,1434.0,"$1,433.60"
2022-05-28 03:16:43.953108,GRU,DTW,none,ABQ,BIX,none,flights/airport not found
2022-05-28 03:16:45.231029,GRU,DTW,none,ABQ,BJC,none,flights/airport not found
2022-05-28 03:16:51.221220,GRU,DTW,none,ABQ,BJI,none,flights/airport not found
2022-05-28 03:16:52.789810,GRU,DTW,none,ABQ,BKE,none,flights/airport not found
2022-05-28 03:16:54.361679,GRU,DTW,none,ABQ,BKF,none,flights/airport not found
2022-05-28 03:16:55.807277,GRU,DTW,none,ABQ,BKL,none,flights/airport not found
2022-05-28 03:16:57.224611,GRU,DTW,none,ABQ,BKW,none,flights/airport not found
2022-05-28 03:16:58.831423,GRU,DTW,none,ABQ,BLF,none,flights/airport not found
2022-05-28 03:17:00.714567,GRU,DTW,none,ABQ,BLH,none,flights/airport not found
2022-05-28 03:17:06.962083,GRU,DTW,none,ABQ,BLI,none,flights/airport not found
2022-05-28 03:17:08.780076,GRU,DTW,none,ABQ,BMG,none,flights/airport not found
2022-05-28 03:17:10.455641,GRU,DTW,none,ABQ,BNO,none,flights/airport not found
2022-05-28 03:17:12.151281,GRU,DTW,none,ABQ,BPI,none,flights/airport not found
2022-05-28 03:17:13.711504,GRU,DTW,none,ABQ,BPK,none,flights/airport not found
2022-05-28 03:17:19.993552,GRU,DTW,none,ABQ,BPT,none,flights/airport not found
2022-05-28 03:17:26.556561,GRU,DTW,none,ABQ,BQK,none,flights/airport not found
2022-05-28 03:17:32.771617,GRU,DTW,none,ABQ,BRD,none,flights/airport not found
2022-05-28 03:18:02.915031,GRU,DTW,3190.0,ABQ,BRL,3190.0,"$3,189.36"
2022-05-28 03:18:40.826464,GRU,DTW,1354.0,ABQ,BRO,1354.0,"$1,353.91"
2022-05-28 03:18:42.332109,GRU,DTW,none,ABQ,BTL,none,flights/airport not found
2022-05-28 03:19:14.929316,GRU,DTW,1868.0,ABQ,BTM,1868.0,"$1,867.11"
2022-05-28 03:19:53.608427,GRU,DTW,1304.0,ABQ,BTR,1304.0,"$1,303.14"
2022-05-28 03:20:39.720081,GRU,DTW,1173.0,ABQ,BTV,1173.0,"$1,172.27"
2022-05-28 03:21:16.409390,GRU,DTW,1828.0,ABQ,BUR,1828.0,"$1,827.07"
2022-05-28 03:21:18.385975,GRU,DTW,none,ABQ,BVI,none,flights/airport not found
2022-05-28 03:21:19.868937,GRU,DTW,none,ABQ,BVY,none,flights/airport not found
2022-05-28 03:21:21.318133,GRU,DTW,none,ABQ,BWG,none,flights/airport not found
2022-05-28 03:21:22.635960,GRU,DTW,none,ABQ,BYH,none,flights/airport not found
2022-05-28 03:21:24.119616,GRU,DTW,none,ABQ,BYI,none,flights/airport not found
2022-05-28 03:21:25.559692,GRU,DTW,none,ABQ,BYS,none,flights/airport not found
2022-05-28 03:21:57.758999,GRU,DTW,1824.0,ABQ,BZN,1824.0,"$1,823.49"
2022-05-28 03:22:40.396085,GRU,DTW,1097.0,ABQ,CAK,1097.0,"$1,096.88"
2022-05-28 03:22:46.965040,GRU,DTW,none,ABQ,CAR,none,flights/airport not found
2022-05-28 03:22:49.075989,GRU,DTW,none,ABQ,CCY,none,flights/airport not found
2022-05-28 03:22:54.770945,GRU,DTW,none,ABQ,CDC,none,flights/airport not found
2022-05-28 03:23:26.562980,GRU,DTW,3271.0,ABQ,CDR,3271.0,"$3,270.46"
2022-05-28 03:23:28.607021,GRU,DTW,none,ABQ,CDS,none,flights/airport not found
2022-05-28 03:23:30.162041,GRU,DTW,none,ABQ,CEC,none,flights/airport not found
2022-05-28 03:23:31.773117,GRU,DTW,none,ABQ,CEF,none,flights/airport not found
2022-05-28 03:23:33.558524,GRU,DTW,none,ABQ,CEW,none,flights/airport not found
2022-05-28 03:23:34.976049,GRU,DTW,none,ABQ,CGF,none,flights/airport not found
2022-05-28 03:24:23.315071,GRU,DTW,1106.0,ABQ,CGI,1106.0,"$1,105.22"
2022-05-28 03:25:14.835696,GRU,DTW,1186.0,ABQ,CHO,1186.0,"$1,185.51"
2022-05-28 03:25:21.390394,GRU,DTW,none,ABQ,CIU,none,flights/airport not found
2022-05-28 03:26:04.337341,GRU,DTW,1312.0,ABQ,CKB,1312.0,"$1,311.06"
2022-05-28 03:26:10.374781,GRU,DTW,none,ABQ,CLL,none,flights/airport not found
2022-05-28 03:26:12.390967,GRU,DTW,none,ABQ,CLM,none,flights/airport not found
2022-05-28 03:26:18.847654,GRU,DTW,none,ABQ,CMI,none,flights/airport not found
2022-05-28 03:27:08.398121,GRU,DTW,1106.0,ABQ,CMX,1536.0,"$1,319.51"
2022-05-28 03:27:14.516644,GRU,DTW,none,ABQ,CNM,none,flights/airport not found
2022-05-28 03:27:16.219390,GRU,DTW,none,ABQ,CNU,none,flights/airport not found
2022-05-28 03:27:47.698897,GRU,DTW,1987.0,ABQ,COD,1987.0,"$1,986.97"
2022-05-28 03:27:49.811274,GRU,DTW,none,ABQ,COE,none,flights/airport not found
2022-05-28 03:28:21.357682,GRU,DTW,6825.0,ABQ,COF,6825.0,"$6,836.71"
2022-05-28 03:28:54.670615,GRU,DTW,5940.0,ABQ,CON,5940.0,"$5,939.22"
2022-05-28 03:29:01.296236,GRU,DTW,none,ABQ,COU,none,flights/airport not found
2022-05-28 03:29:34.343106,GRU,DTW,1985.0,ABQ,CPR,1985.0,"$1,984.69"
2022-05-28 03:29:40.206228,GRU,DTW,none,ABQ,CRE,none,flights/airport not found
2022-05-28 03:29:41.963732,GRU,DTW,none,ABQ,CRG,none,flights/airport not found
2022-05-28 03:29:43.320825,GRU,DTW,none,ABQ,CRQ,none,flights/airport not found
2022-05-28 03:29:49.522502,GRU,DTW,none,ABQ,CSG,none,flights/airport not found
2022-05-28 03:29:51.128569,GRU,DTW,none,ABQ,CSV,none,flights/airport not found
