Record Time,1st trip from,1st trip to,1st trip cost,2nd trip from,2nd trip to,2nd trip cost,total cost
2022-05-28 12:10:14.915347,GRU,DTW,none,ABQ,JNU,none,flights/airport not found
2022-05-28 12:10:21.494568,GRU,DTW,none,ABQ,AKN,none,flights/airport not found
2022-05-28 12:10:23.165068,GRU,DTW,none,ABQ,AKP,none,flights/airport not found
2022-05-28 12:10:29.809928,GRU,DTW,none,ABQ,KTN,none,flights/airport not found
2022-05-28 12:10:31.577424,GRU,DTW,none,ABQ,AKW,none,flights/airport not found
2022-05-28 12:10:33.247656,GRU,DTW,none,ABQ,LUR,none,flights/airport not found
2022-05-28 12:10:34.871657,GRU,DTW,none,ABQ,MCG,none,flights/airport not found
2022-05-28 12:10:36.775999,GRU,DTW,none,ABQ,MRI,none,flights/airport not found
2022-05-28 12:10:38.448385,GRU,DTW,none,ABQ,MYU,none,flights/airport not found
2022-05-28 12:10:44.837523,GRU,DTW,none,ABQ,ANI,none,flights/airport not found
2022-05-28 12:10:47.069085,GRU,DTW,none,ABQ,ENN,none,flights/airport not found
2022-05-28 12:10:53.034826,GRU,DTW,none,ABQ,ANN,none,flights/airport not found
2022-05-28 12:10:55.178043,GRU,DTW,none,ABQ,ANV,none,flights/airport not found
2022-05-28 12:11:01.465969,GRU,DTW,none,ABQ,OME,none,flights/airport not found
2022-05-28 12:11:03.934340,GRU,DTW,none,ABQ,ORT,none,flights/airport not found
2022-05-28 12:11:10.115245,GRU,DTW,none,ABQ,OTZ,none,flights/airport not found
2022-05-28 12:11:12.057005,GRU,DTW,none,ABQ,PBV,none,flights/airport not found
2022-05-28 12:11:13.677714,GRU,DTW,none,ABQ,KPC,none,flights/airport not found
2022-05-28 12:11:19.999866,GRU,DTW,none,ABQ,PSG,none,flights/airport not found
2022-05-28 12:11:21.858430,GRU,DTW,none,ABQ,PTH,none,flights/airport not found
2022-05-28 12:11:23.445501,GRU,DTW,none,ABQ,PTU,none,flights/airport not found
2022-05-28 12:11:25.060824,GRU,DTW,none,ABQ,AQT,none,flights/airport not found
2022-05-28 12:11:26.767343,GRU,DTW,none,ABQ,ARC,none,flights/airport not found
2022-05-28 12:11:28.528189,GRU,DTW,none,ABQ,RBY,none,flights/airport not found
2022-05-28 12:11:30.264840,GRU,DTW,none,ABQ,SVA,none,flights/airport not found
2022-05-28 12:11:36.827473,GRU,DTW,none,ABQ,SCC,none,flights/airport not found
2022-05-28 12:11:43.647270,GRU,DTW,none,ABQ,SDP,none,flights/airport not found
2022-05-28 12:11:46.264466,GRU,DTW,none,ABQ,SHH,none,flights/airport not found
2022-05-28 12:11:52.258534,GRU,DTW,none,ABQ,SIT,none,flights/airport not found
2022-05-28 12:11:53.891410,GRU,DTW,none,ABQ,WLK,none,flights/airport not found
2022-05-28 12:12:00.269939,GRU,DTW,none,ABQ,KSM,none,flights/airport not found
2022-05-28 12:12:07.182183,GRU,DTW,none,ABQ,SNP,none,flights/airport not found
2022-05-28 12:12:09.050774,GRU,DTW,none,ABQ,SVW,none,flights/airport not found
2022-05-28 12:12:10.857714,GRU,DTW,none,ABQ,SXQ,none,flights/airport not found
2022-05-28 12:12:12.510948,GRU,DTW,none,ABQ,SYA,none,flights/airport not found
2022-05-28 12:12:14.016177,GRU,DTW,none,ABQ,TOG,none,flights/airport not found
2022-05-28 12:12:15.724368,GRU,DTW,none,ABQ,TKA,none,flights/airport not found
2022-05-28 12:12:17.292065,GRU,DTW,none,ABQ,TLJ,none,flights/airport not found
2022-05-28 12:12:19.016854,GRU,DTW,none,ABQ,ATK,none,flights/airport not found
2022-05-28 12:12:25.319155,GRU,DTW,none,ABQ,VDZ,none,flights/airport not found
2022-05-28 12:12:27.258800,GRU,DTW,none,ABQ,KVL,none,flights/airport not found
2022-05-28 12:12:28.935367,GRU,DTW,none,ABQ,SWD,none,flights/airport not found
2022-05-28 12:12:35.367581,GRU,DTW,none,ABQ,WRG,none,flights/airport not found
2022-05-28 12:12:37.431146,GRU,DTW,none,ABQ,AWI,none,flights/airport not found
2022-05-28 12:12:39.201173,GRU,DTW,none,ABQ,WTK,none,flights/airport not found
2022-05-28 12:12:40.852434,GRU,DTW,none,ABQ,IYS,none,flights/airport not found
2022-05-28 12:12:47.335113,GRU,DTW,none,ABQ,YAK,none,flights/airport not found
2022-05-28 12:12:49.327600,GRU,DTW,none,ABQ,FYU,none,flights/airport not found
2022-05-28 12:12:50.705969,GRU,DTW,none,ABQ,BKH,none,flights/airport not found
2022-05-28 12:12:52.200093,GRU,DTW,none,ABQ,HDH,none,flights/airport not found
2022-05-28 12:12:53.816125,GRU,DTW,none,ABQ,HHI,none,flights/airport not found
2022-05-28 12:13:00.133882,GRU,DTW,none,ABQ,HNM,none,flights/airport not found
2022-05-28 12:13:06.671746,GRU,DTW,none,ABQ,JHM,none,flights/airport not found
2022-05-28 12:13:08.273926,GRU,DTW,none,ABQ,JRF,none,flights/airport not found
2022-05-28 12:13:51.603935,GRU,DTW,1631.0,ABQ,KOA,1558.0,"$1,557.83"
2022-05-28 12:14:36.009534,GRU,DTW,2018.0,ABQ,LIH,1790.0,"$1,789.87"
2022-05-28 12:14:42.098517,GRU,DTW,none,ABQ,MKK,none,flights/airport not found
2022-05-28 12:14:48.656217,GRU,DTW,none,ABQ,MUE,none,flights/airport not found
2022-05-28 12:14:50.661801,GRU,DTW,none,ABQ,NGF,none,flights/airport not found
2022-05-28 12:14:57.733882,GRU,DTW,none,ABQ,LNY,none,flights/airport not found
2022-05-28 12:15:44.556430,GRU,DTW,2017.0,ABQ,OGG,1790.0,"$1,789.73"
2022-05-28 12:15:46.276747,GRU,DTW,none,ABQ,BSF,none,flights/airport not found
2022-05-28 12:16:48.926100,GRU,DTW,1558.0,ABQ,ITO,1558.0,"$1,557.60"
2022-05-28 12:16:54.840192,GRU,DTW,none,ABQ,UPP,none,flights/airport not found
2022-05-28 12:16:57.219371,GRU,DTW,none,ABQ,PIZ,none,flights/airport not found
2022-05-28 12:17:33.801880,GRU,DTW,1747.0,ABQ,XWA,1747.0,"$1,746.90"
2022-05-28 12:17:35.582506,GRU,DTW,none,ADW,ABQ,none,flights/airport not found
2022-05-28 12:17:37.622852,GRU,DTW,none,ADW,AFW,none,flights/airport not found
2022-05-28 12:17:39.196978,GRU,DTW,none,ADW,AGS,none,flights/airport not found
2022-05-28 12:17:40.887869,GRU,DTW,none,ADW,AMA,none,flights/airport not found
2022-05-28 12:17:42.580167,GRU,DTW,none,ADW,ATL,none,flights/airport not found
2022-05-28 12:17:44.554492,GRU,DTW,none,ADW,AUS,none,flights/airport not found
2022-05-28 12:17:46.361870,GRU,DTW,none,ADW,AVL,none,flights/airport not found
2022-05-28 12:17:47.945331,GRU,DTW,none,ADW,BAB,none,flights/airport not found
2022-05-28 12:17:49.827956,GRU,DTW,none,ADW,BAD,none,flights/airport not found
2022-05-28 12:17:51.448385,GRU,DTW,none,ADW,BDL,none,flights/airport not found
2022-05-28 12:17:53.034812,GRU,DTW,none,ADW,BFI,none,flights/airport not found
2022-05-28 12:17:55.143267,GRU,DTW,none,ADW,BGR,none,flights/airport not found
2022-05-28 12:17:56.783792,GRU,DTW,none,ADW,BHM,none,flights/airport not found
2022-05-28 12:17:58.526957,GRU,DTW,none,ADW,BIL,none,flights/airport not found
2022-05-28 12:18:00.350010,GRU,DTW,none,ADW,BLV,none,flights/airport not found
2022-05-28 12:18:01.994393,GRU,DTW,none,ADW,BMI,none,flights/airport not found
2022-05-28 12:18:03.819825,GRU,DTW,none,ADW,BNA,none,flights/airport not found
2022-05-28 12:18:05.417631,GRU,DTW,none,ADW,BOI,none,flights/airport not found
2022-05-28 12:18:07.100219,GRU,DTW,none,ADW,BOS,none,flights/airport not found
2022-05-28 12:18:08.753105,GRU,DTW,none,ADW,BUF,none,flights/airport not found
2022-05-28 12:18:10.695244,GRU,DTW,none,ADW,BWI,none,flights/airport not found
2022-05-28 12:18:12.271965,GRU,DTW,none,ADW,CAE,none,flights/airport not found
2022-05-28 12:18:13.889351,GRU,DTW,none,ADW,CBM,none,flights/airport not found
2022-05-28 12:18:15.636832,GRU,DTW,none,ADW,CHA,none,flights/airport not found
2022-05-28 12:18:17.747351,GRU,DTW,none,ADW,CHS,none,flights/airport not found
2022-05-28 12:18:19.399661,GRU,DTW,none,ADW,CID,none,flights/airport not found
2022-05-28 12:18:21.153877,GRU,DTW,none,ADW,CLE,none,flights/airport not found
2022-05-28 12:18:22.761368,GRU,DTW,none,ADW,CLT,none,flights/airport not found
2022-05-28 12:18:24.471062,GRU,DTW,none,ADW,CMH,none,flights/airport not found
2022-05-28 12:18:26.122276,GRU,DTW,none,ADW,COS,none,flights/airport not found
2022-05-28 12:18:27.738701,GRU,DTW,none,ADW,CRP,none,flights/airport not found
2022-05-28 12:18:29.467022,GRU,DTW,none,ADW,CRW,none,flights/airport not found
2022-05-28 12:18:31.227625,GRU,DTW,none,ADW,CVG,none,flights/airport not found
2022-05-28 12:18:32.937765,GRU,DTW,none,ADW,CVS,none,flights/airport not found
2022-05-28 12:18:34.601263,GRU,DTW,none,ADW,DAB,none,flights/airport not found
2022-05-28 12:18:36.402779,GRU,DTW,none,ADW,DAL,none,flights/airport not found
2022-05-28 12:18:37.804585,GRU,DTW,none,ADW,DAY,none,flights/airport not found
2022-05-28 12:18:39.188043,GRU,DTW,none,ADW,DBQ,none,flights/airport not found
2022-05-28 12:18:40.962623,GRU,DTW,none,ADW,DCA,none,flights/airport not found
2022-05-28 12:18:42.381228,GRU,DTW,none,ADW,DEN,none,flights/airport not found
2022-05-28 12:18:44.106986,GRU,DTW,none,ADW,DFW,none,flights/airport not found
2022-05-28 12:18:45.644275,GRU,DTW,none,ADW,DLF,none,flights/airport not found
2022-05-28 12:18:47.224749,GRU,DTW,none,ADW,DLH,none,flights/airport not found
2022-05-28 12:18:48.878679,GRU,DTW,none,ADW,DOV,none,flights/airport not found
2022-05-28 12:18:50.705548,GRU,DTW,none,ADW,DSM,none,flights/airport not found
2022-05-28 12:18:52.311781,GRU,DTW,none,ADW,DTW,none,flights/airport not found
2022-05-28 12:18:53.824885,GRU,DTW,none,ADW,DYS,none,flights/airport not found
2022-05-28 12:18:55.568145,GRU,DTW,none,ADW,EDW,none,flights/airport not found
2022-05-28 12:18:57.254795,GRU,DTW,none,ADW,END,none,flights/airport not found
2022-05-28 12:18:59.013752,GRU,DTW,none,ADW,ERI,none,flights/airport not found
2022-05-28 12:19:00.680229,GRU,DTW,none,ADW,EWR,none,flights/airport not found
2022-05-28 12:19:02.445063,GRU,DTW,none,ADW,FFO,none,flights/airport not found
2022-05-28 12:19:04.100946,GRU,DTW,none,ADW,FLL,none,flights/airport not found
2022-05-28 12:19:05.969476,GRU,DTW,none,ADW,FSM,none,flights/airport not found
2022-05-28 12:19:07.748400,GRU,DTW,none,ADW,FTW,none,flights/airport not found
2022-05-28 12:19:09.357419,GRU,DTW,none,ADW,FWA,none,flights/airport not found
2022-05-28 12:19:11.047160,GRU,DTW,none,ADW,GEG,none,flights/airport not found
2022-05-28 12:19:12.772667,GRU,DTW,none,ADW,GPT,none,flights/airport not found
2022-05-28 12:19:14.481359,GRU,DTW,none,ADW,GRB,none,flights/airport not found
2022-05-28 12:19:16.061864,GRU,DTW,none,ADW,GSB,none,flights/airport not found
2022-05-28 12:19:17.695227,GRU,DTW,none,ADW,GSO,none,flights/airport not found
2022-05-28 12:19:19.585646,GRU,DTW,none,ADW,GSP,none,flights/airport not found
2022-05-28 12:19:21.336006,GRU,DTW,none,ADW,GUS,none,flights/airport not found
2022-05-28 12:19:23.011505,GRU,DTW,none,ADW,HIB,none,flights/airport not found
2022-05-28 12:19:24.798101,GRU,DTW,none,ADW,HMN,none,flights/airport not found
2022-05-28 12:19:26.491234,GRU,DTW,none,ADW,HOU,none,flights/airport not found
2022-05-28 12:19:28.108219,GRU,DTW,none,ADW,HSV,none,flights/airport not found
2022-05-28 12:19:30.085368,GRU,DTW,none,ADW,HTS,none,flights/airport not found
2022-05-28 12:19:31.977724,GRU,DTW,none,ADW,IAD,none,flights/airport not found
2022-05-28 12:19:33.494536,GRU,DTW,none,ADW,IAH,none,flights/airport not found
2022-05-28 12:19:35.288745,GRU,DTW,none,ADW,ICT,none,flights/airport not found
2022-05-28 12:19:37.068070,GRU,DTW,none,ADW,IND,none,flights/airport not found
2022-05-28 12:19:39.144059,GRU,DTW,none,ADW,JAN,none,flights/airport not found
2022-05-28 12:19:40.698034,GRU,DTW,none,ADW,JAX,none,flights/airport not found
2022-05-28 12:19:42.427474,GRU,DTW,none,ADW,JFK,none,flights/airport not found
2022-05-28 12:19:44.105638,GRU,DTW,none,ADW,JLN,none,flights/airport not found
2022-05-28 12:19:45.722094,GRU,DTW,none,ADW,LAS,none,flights/airport not found
2022-05-28 12:19:47.463204,GRU,DTW,none,ADW,LAX,none,flights/airport not found
2022-05-28 12:19:49.187044,GRU,DTW,none,ADW,LBB,none,flights/airport not found
2022-05-28 12:19:50.959994,GRU,DTW,none,ADW,LCK,none,flights/airport not found
2022-05-28 12:19:52.574565,GRU,DTW,none,ADW,LEX,none,flights/airport not found
2022-05-28 12:19:54.220177,GRU,DTW,none,ADW,LFI,none,flights/airport not found
2022-05-28 12:19:55.869450,GRU,DTW,none,ADW,LFT,none,flights/airport not found
2022-05-28 12:19:57.456525,GRU,DTW,none,ADW,LGA,none,flights/airport not found
2022-05-28 12:19:59.074530,GRU,DTW,none,ADW,LIT,none,flights/airport not found
2022-05-28 12:20:00.689568,GRU,DTW,none,ADW,LTS,none,flights/airport not found
2022-05-28 12:20:02.472814,GRU,DTW,none,ADW,LUF,none,flights/airport not found
2022-05-28 12:20:04.127981,GRU,DTW,none,ADW,MBS,none,flights/airport not found
2022-05-28 12:20:05.843889,GRU,DTW,none,ADW,MCF,none,flights/airport not found
2022-05-28 12:20:07.556959,GRU,DTW,none,ADW,MCI,none,flights/airport not found
2022-05-28 12:20:09.297067,GRU,DTW,none,ADW,MCO,none,flights/airport not found
2022-05-28 12:20:10.987982,GRU,DTW,none,ADW,MDW,none,flights/airport not found
2022-05-28 12:20:12.570900,GRU,DTW,none,ADW,MEM,none,flights/airport not found
2022-05-28 12:20:14.104807,GRU,DTW,none,ADW,MGE,none,flights/airport not found
2022-05-28 12:20:15.924595,GRU,DTW,none,ADW,MGM,none,flights/airport not found
2022-05-28 12:20:17.757814,GRU,DTW,none,ADW,MHT,none,flights/airport not found
2022-05-28 12:20:19.380884,GRU,DTW,none,ADW,MIA,none,flights/airport not found
2022-05-28 12:20:21.265297,GRU,DTW,none,ADW,MKE,none,flights/airport not found
2022-05-28 12:20:22.960837,GRU,DTW,none,ADW,MLI,none,flights/airport not found
2022-05-28 12:20:24.544443,GRU,DTW,none,ADW,MLU,none,flights/airport not found
2022-05-28 12:20:26.067315,GRU,DTW,none,ADW,MOB,none,flights/airport not found
2022-05-28 12:20:27.778894,GRU,DTW,none,ADW,MSN,none,flights/airport not found
2022-05-28 12:20:29.421075,GRU,DTW,none,ADW,MSP,none,flights/airport not found
2022-05-28 12:20:31.017617,GRU,DTW,none,ADW,MSY,none,flights/airport not found
2022-05-28 12:20:32.700182,GRU,DTW,none,ADW,MUO,none,flights/airport not found
2022-05-28 12:20:34.379468,GRU,DTW,none,ADW,OAK,none,flights/airport not found
2022-05-28 12:20:36.094827,GRU,DTW,none,ADW,OKC,none,flights/airport not found
2022-05-28 12:20:37.751698,GRU,DTW,none,ADW,OMA,none,flights/airport not found
2022-05-28 12:20:39.286055,GRU,DTW,none,ADW,ONT,none,flights/airport not found
2022-05-28 12:20:41.039313,GRU,DTW,none,ADW,ORD,none,flights/airport not found
2022-05-28 12:20:42.494955,GRU,DTW,none,ADW,ORF,none,flights/airport not found
2022-05-28 12:20:44.020967,GRU,DTW,none,ADW,PAM,none,flights/airport not found
2022-05-28 12:20:45.637199,GRU,DTW,none,ADW,PBI,none,flights/airport not found
2022-05-28 12:20:47.226134,GRU,DTW,none,ADW,PDX,none,flights/airport not found
2022-05-28 12:20:49.021918,GRU,DTW,none,ADW,PHF,none,flights/airport not found
2022-05-28 12:20:50.687549,GRU,DTW,none,ADW,PHL,none,flights/airport not found
2022-05-28 12:20:52.045329,GRU,DTW,none,ADW,PHX,none,flights/airport not found
2022-05-28 12:20:53.758226,GRU,DTW,none,ADW,PIA,none,flights/airport not found
2022-05-28 12:20:55.568061,GRU,DTW,none,ADW,PIT,none,flights/airport not found
2022-05-28 12:20:56.943496,GRU,DTW,none,ADW,PVD,none,flights/airport not found
2022-05-28 12:20:58.641031,GRU,DTW,none,ADW,PWM,none,flights/airport not found
2022-05-28 12:21:00.360394,GRU,DTW,none,ADW,RDU,none,flights/airport not found
2022-05-28 12:21:02.018885,GRU,DTW,none,ADW,RFD,none,flights/airport not found
2022-05-28 12:21:03.903105,GRU,DTW,none,ADW,RIC,none,flights/airport not found
2022-05-28 12:21:05.589060,GRU,DTW,none,ADW,RND,none,flights/airport not found
2022-05-28 12:21:07.280753,GRU,DTW,none,ADW,RNO,none,flights/airport not found
2022-05-28 12:21:09.044896,GRU,DTW,none,ADW,ROA,none,flights/airport not found
2022-05-28 12:21:10.820418,GRU,DTW,none,ADW,ROC,none,flights/airport not found
2022-05-28 12:21:12.533236,GRU,DTW,none,ADW,RST,none,flights/airport not found
2022-05-28 12:21:14.250590,GRU,DTW,none,ADW,RSW,none,flights/airport not found
2022-05-28 12:21:16.018613,GRU,DTW,none,ADW,SAN,none,flights/airport not found
2022-05-28 12:21:17.750144,GRU,DTW,none,ADW,SAT,none,flights/airport not found
2022-05-28 12:21:19.489086,GRU,DTW,none,ADW,SAV,none,flights/airport not found
2022-05-28 12:21:21.228527,GRU,DTW,none,ADW,SBN,none,flights/airport not found
2022-05-28 12:21:23.029532,GRU,DTW,none,ADW,SDF,none,flights/airport not found
2022-05-28 12:21:24.625188,GRU,DTW,none,ADW,SEA,none,flights/airport not found
2022-05-28 12:21:26.400793,GRU,DTW,none,ADW,SFB,none,flights/airport not found
2022-05-28 12:21:28.104738,GRU,DTW,none,ADW,SFO,none,flights/airport not found
2022-05-28 12:21:29.719353,GRU,DTW,none,ADW,SGF,none,flights/airport not found
2022-05-28 12:21:31.359927,GRU,DTW,none,ADW,SJC,none,flights/airport not found
2022-05-28 12:21:33.079290,GRU,DTW,none,ADW,SKA,none,flights/airport not found
2022-05-28 12:21:34.911912,GRU,DTW,none,ADW,SLC,none,flights/airport not found
2022-05-28 12:21:36.627721,GRU,DTW,none,ADW,SMF,none,flights/airport not found
2022-05-28 12:21:38.271907,GRU,DTW,none,ADW,SNA,none,flights/airport not found
2022-05-28 12:21:39.657826,GRU,DTW,none,ADW,SPI,none,flights/airport not found
2022-05-28 12:21:41.253698,GRU,DTW,none,ADW,SPS,none,flights/airport not found
2022-05-28 12:21:42.793389,GRU,DTW,none,ADW,SRQ,none,flights/airport not found
2022-05-28 12:21:44.207272,GRU,DTW,none,ADW,SSC,none,flights/airport not found
2022-05-28 12:21:45.845752,GRU,DTW,none,ADW,STL,none,flights/airport not found
2022-05-28 12:21:47.514034,GRU,DTW,none,ADW,SUS,none,flights/airport not found
2022-05-28 12:21:49.159168,GRU,DTW,none,ADW,SUU,none,flights/airport not found
2022-05-28 12:21:50.812479,GRU,DTW,none,ADW,SUX,none,flights/airport not found
2022-05-28 12:21:52.372902,GRU,DTW,none,ADW,SYR,none,flights/airport not found
2022-05-28 12:21:54.169036,GRU,DTW,none,ADW,SZL,none,flights/airport not found
2022-05-28 12:21:55.705898,GRU,DTW,none,ADW,TCM,none,flights/airport not found
2022-05-28 12:21:57.309473,GRU,DTW,none,ADW,TIK,none,flights/airport not found
2022-05-28 12:21:58.692520,GRU,DTW,none,ADW,TLH,none,flights/airport not found
2022-05-28 12:22:00.365513,GRU,DTW,none,ADW,TOL,none,flights/airport not found
2022-05-28 12:22:01.932845,GRU,DTW,none,ADW,TPA,none,flights/airport not found
2022-05-28 12:22:03.570122,GRU,DTW,none,ADW,TRI,none,flights/airport not found
2022-05-28 12:22:05.017021,GRU,DTW,none,ADW,TUL,none,flights/airport not found
2022-05-28 12:22:06.487230,GRU,DTW,none,ADW,TUS,none,flights/airport not found
2022-05-28 12:22:08.312133,GRU,DTW,none,ADW,TYS,none,flights/airport not found
2022-05-28 12:22:10.164076,GRU,DTW,none,ADW,VBG,none,flights/airport not found
2022-05-28 12:22:12.043444,GRU,DTW,none,ADW,VPS,none,flights/airport not found
2022-05-28 12:22:13.779107,GRU,DTW,none,ADW,WRB,none,flights/airport not found
2022-05-28 12:22:15.659255,GRU,DTW,none,ADW,FAI,none,flights/airport not found
2022-05-28 12:22:17.281351,GRU,DTW,none,ADW,ANC,none,flights/airport not found
2022-05-28 12:22:19.438010,GRU,DTW,none,ADW,HNL,none,flights/airport not found
2022-05-28 12:22:21.022543,GRU,DTW,none,ADW,5A8,none,flights/airport not found
2022-05-28 12:22:22.759445,GRU,DTW,none,ADW,79J,none,flights/airport not found
2022-05-28 12:22:24.522655,GRU,DTW,none,ADW,ABE,none,flights/airport not found
2022-05-28 12:22:26.202927,GRU,DTW,none,ADW,ABI,none,flights/airport not found
2022-05-28 12:22:28.058805,GRU,DTW,none,ADW,ABR,none,flights/airport not found
2022-05-28 12:22:29.703746,GRU,DTW,none,ADW,ABY,none,flights/airport not found
2022-05-28 12:22:31.425658,GRU,DTW,none,ADW,ACK,none,flights/airport not found
2022-05-28 12:22:33.282797,GRU,DTW,none,ADW,ACT,none,flights/airport not found
2022-05-28 12:22:35.021838,GRU,DTW,none,ADW,ACV,none,flights/airport not found
2022-05-28 12:22:36.691985,GRU,DTW,none,ADW,ACY,none,flights/airport not found
2022-05-28 12:22:38.413677,GRU,DTW,none,ADW,AEX,none,flights/airport not found
2022-05-28 12:22:40.118497,GRU,DTW,none,ADW,AGC,none,flights/airport not found
2022-05-28 12:22:41.776090,GRU,DTW,none,ADW,AHN,none,flights/airport not found
2022-05-28 12:22:43.385039,GRU,DTW,none,ADW,AKR,none,flights/airport not found
2022-05-28 12:22:44.970417,GRU,DTW,none,ADW,ALB,none,flights/airport not found
2022-05-28 12:22:46.761955,GRU,DTW,none,ADW,ALI,none,flights/airport not found
2022-05-28 12:22:48.739870,GRU,DTW,none,ADW,ALM,none,flights/airport not found
2022-05-28 12:22:50.410457,GRU,DTW,none,ADW,ALN,none,flights/airport not found
2022-05-28 12:22:52.016293,GRU,DTW,none,ADW,ALO,none,flights/airport not found
2022-05-28 12:22:53.681243,GRU,DTW,none,ADW,ALS,none,flights/airport not found
2022-05-28 12:22:55.454717,GRU,DTW,none,ADW,ALW,none,flights/airport not found
2022-05-28 12:22:57.069080,GRU,DTW,none,ADW,ANB,none,flights/airport not found
2022-05-28 12:22:58.705674,GRU,DTW,none,ADW,AND,none,flights/airport not found
2022-05-28 12:23:00.472710,GRU,DTW,none,ADW,AOO,none,flights/airport not found
2022-05-28 12:23:02.172944,GRU,DTW,none,ADW,APA,none,flights/airport not found
2022-05-28 12:23:03.884447,GRU,DTW,none,ADW,APF,none,flights/airport not found
2022-05-28 12:23:05.494325,GRU,DTW,none,ADW,APG,none,flights/airport not found
2022-05-28 12:23:07.139579,GRU,DTW,none,ADW,APN,none,flights/airport not found
2022-05-28 12:23:09.053181,GRU,DTW,none,ADW,ARA,none,flights/airport not found
2022-05-28 12:23:10.642588,GRU,DTW,none,ADW,ART,none,flights/airport not found
2022-05-28 12:23:12.082768,GRU,DTW,none,ADW,ASE,none,flights/airport not found
2022-05-28 12:23:13.561929,GRU,DTW,none,ADW,AST,none,flights/airport not found
2022-05-28 12:23:15.318145,GRU,DTW,none,ADW,ATY,none,flights/airport not found
2022-05-28 12:23:16.891981,GRU,DTW,none,ADW,AUG,none,flights/airport not found
2022-05-28 12:23:18.603362,GRU,DTW,none,ADW,AUW,none,flights/airport not found
2022-05-28 12:23:20.394760,GRU,DTW,none,ADW,AVP,none,flights/airport not found
2022-05-28 12:23:22.420421,GRU,DTW,none,ADW,AXN,none,flights/airport not found
2022-05-28 12:23:24.005270,GRU,DTW,none,ADW,AZO,none,flights/airport not found
2022-05-28 12:23:25.770677,GRU,DTW,none,ADW,BAF,none,flights/airport not found
2022-05-28 12:23:27.436255,GRU,DTW,none,ADW,BAK,none,flights/airport not found
2022-05-28 12:23:29.138435,GRU,DTW,none,ADW,BBD,none,flights/airport not found
2022-05-28 12:23:30.698757,GRU,DTW,none,ADW,BCE,none,flights/airport not found
2022-05-28 12:23:32.387673,GRU,DTW,none,ADW,BDE,none,flights/airport not found
2022-05-28 12:23:34.051215,GRU,DTW,none,ADW,BDR,none,flights/airport not found
2022-05-28 12:23:35.731918,GRU,DTW,none,ADW,BED,none,flights/airport not found
2022-05-28 12:23:37.312568,GRU,DTW,none,ADW,BFD,none,flights/airport not found
2022-05-28 12:23:38.974181,GRU,DTW,none,ADW,BFF,none,flights/airport not found
2022-05-28 12:23:40.602235,GRU,DTW,none,ADW,BFL,none,flights/airport not found
2022-05-28 12:23:42.123904,GRU,DTW,none,ADW,BFM,none,flights/airport not found
2022-05-28 12:23:43.748534,GRU,DTW,none,ADW,BGM,none,flights/airport not found
2022-05-28 12:23:45.416704,GRU,DTW,none,ADW,BHB,none,flights/airport not found
2022-05-28 12:23:47.128588,GRU,DTW,none,ADW,BIF,none,flights/airport not found
2022-05-28 12:23:48.805053,GRU,DTW,none,ADW,BIH,none,flights/airport not found
2022-05-28 12:23:50.458152,GRU,DTW,none,ADW,BIS,none,flights/airport not found
2022-05-28 12:23:52.146340,GRU,DTW,none,ADW,BIX,none,flights/airport not found
2022-05-28 12:23:53.895336,GRU,DTW,none,ADW,BJC,none,flights/airport not found
2022-05-28 12:23:55.516552,GRU,DTW,none,ADW,BJI,none,flights/airport not found
2022-05-28 12:23:57.129881,GRU,DTW,none,ADW,BKE,none,flights/airport not found
2022-05-28 12:23:58.861791,GRU,DTW,none,ADW,BKF,none,flights/airport not found
2022-05-28 12:24:00.585355,GRU,DTW,none,ADW,BKL,none,flights/airport not found
2022-05-28 12:24:02.239491,GRU,DTW,none,ADW,BKW,none,flights/airport not found
2022-05-28 12:24:04.148303,GRU,DTW,none,ADW,BLF,none,flights/airport not found
2022-05-28 12:24:05.805224,GRU,DTW,none,ADW,BLH,none,flights/airport not found
2022-05-28 12:24:07.761956,GRU,DTW,none,ADW,BLI,none,flights/airport not found
2022-05-28 12:24:09.522901,GRU,DTW,none,ADW,BMG,none,flights/airport not found
2022-05-28 12:24:11.129159,GRU,DTW,none,ADW,BNO,none,flights/airport not found
2022-05-28 12:24:12.774380,GRU,DTW,none,ADW,BPI,none,flights/airport not found
2022-05-28 12:24:14.362844,GRU,DTW,none,ADW,BPK,none,flights/airport not found
2022-05-28 12:24:16.097470,GRU,DTW,none,ADW,BPT,none,flights/airport not found
2022-05-28 12:24:18.058195,GRU,DTW,none,ADW,BQK,none,flights/airport not found
2022-05-28 12:24:19.740151,GRU,DTW,none,ADW,BRD,none,flights/airport not found
2022-05-28 12:24:21.437765,GRU,DTW,none,ADW,BRL,none,flights/airport not found
2022-05-28 12:24:23.286964,GRU,DTW,none,ADW,BRO,none,flights/airport not found
2022-05-28 12:24:25.068755,GRU,DTW,none,ADW,BTL,none,flights/airport not found
2022-05-28 12:24:26.742111,GRU,DTW,none,ADW,BTM,none,flights/airport not found
2022-05-28 12:24:28.367292,GRU,DTW,none,ADW,BTR,none,flights/airport not found
2022-05-28 12:24:29.985828,GRU,DTW,none,ADW,BTV,none,flights/airport not found
2022-05-28 12:24:31.770662,GRU,DTW,none,ADW,BUR,none,flights/airport not found
2022-05-28 12:24:33.431278,GRU,DTW,none,ADW,BVI,none,flights/airport not found
